,src,dst,label
572,52,10283,1
573,59,10283,1
574,332,10283,1
575,262,10283,1
576,333,10283,1
577,210,10283,1
578,253,10283,1
579,42,10283,1
580,334,10283,1
581,11,10283,1
582,100,10283,1
583,15,10283,1
584,251,10283,1
585,335,10283,1
586,12,10283,1
587,336,10283,1
588,20,10283,1
589,337,10283,1
590,305,10283,1
591,247,10283,1
592,163,10283,1
593,26,10283,1
594,338,10283,1
595,280,10283,1
596,339,10283,1
597,77,10283,1
598,143,10283,1
599,340,10283,1
600,341,10283,1
601,342,10283,1
602,237,10283,1
603,343,10283,1
604,175,10283,1
605,344,10283,1
606,84,10283,1
607,76,10283,1
608,345,10283,1
609,97,10283,1
610,346,10283,1
611,347,10283,1
612,180,10283,1
613,348,10283,1
614,349,10283,1
615,350,10283,1
616,351,10283,1
617,352,10283,1
618,226,10283,1
619,353,10283,1
620,354,10283,1
621,355,10283,1
622,356,10283,1
623,186,10283,1
624,357,10283,1
625,358,10283,1
626,359,10283,1
627,223,10283,1
628,198,10283,1
629,360,10283,1
630,10,10283,1
631,361,10283,1
632,297,10283,1
633,362,10283,1
634,83,10283,1
635,136,10283,1
636,363,10283,1
637,200,10283,1
638,242,10283,1
639,298,10283,1
640,112,10283,1
641,160,10283,1
642,123,10283,1
643,206,10283,1
644,364,10283,1
645,301,10283,1
646,195,10283,1
647,365,10283,1
648,57,10283,1
649,56,10283,1
650,138,10283,1
651,366,10283,1
652,318,10283,1
653,257,10283,1
654,367,10283,1
655,259,10283,1
656,368,10283,1
657,369,10283,1
658,370,10283,1
659,236,10283,1
660,292,10283,1
661,289,10283,1
662,371,10283,1
663,310,10283,1
664,96,10283,1
665,372,10283,1
666,260,10283,1
667,373,10283,1
668,374,10283,1
669,375,10283,0
670,53,10283,0
671,275,10283,0
672,376,10283,0
673,110,10283,0
674,159,10283,0
675,377,10283,0
676,111,10283,0
677,62,10283,0
678,2,10283,0
679,295,10283,0
680,9,10283,0
681,378,10283,0
682,379,10283,0
683,202,10283,0
684,380,10283,0
685,99,10283,0
686,39,10283,0
687,169,10283,0
688,154,10283,0
689,381,10283,0
690,382,10283,0
691,309,10283,0
692,122,10283,0
693,307,10283,0
694,211,10283,0
695,383,10283,0
696,277,10283,0
697,313,10283,0
714,384,324,1
715,240,324,1
716,42,324,1
717,385,324,1
718,355,324,1
719,386,324,1
720,202,324,1
721,49,324,1
722,184,324,1
723,12,324,1
724,387,324,1
725,170,324,1
726,15,324,1
727,2,324,1
728,52,324,1
729,28,324,1
730,75,324,1
731,145,324,1
732,132,324,1
733,262,324,1
734,141,324,1
735,11,324,1
736,111,324,1
737,46,324,1
738,152,324,1
739,10,324,1
740,388,324,1
741,389,324,1
742,44,324,1
743,390,324,1
744,151,324,1
745,110,324,1
746,7,324,1
747,30,324,1
748,39,324,1
749,391,324,1
750,392,324,1
751,393,324,1
752,394,324,1
753,3,324,1
754,135,324,1
755,13,324,1
756,41,324,1
757,4,324,1
758,51,324,1
759,395,324,1
760,99,324,1
761,133,324,1
762,9,324,1
763,396,324,1
764,358,324,1
765,397,324,1
766,398,324,1
767,399,324,1
768,216,324,1
769,54,324,1
770,400,324,1
771,37,324,1
772,401,324,1
773,402,324,1
774,233,324,1
775,17,324,1
776,26,324,1
777,65,324,1
778,18,324,1
779,403,324,1
780,404,324,1
781,88,324,1
782,198,324,1
783,405,324,1
784,344,324,1
785,406,324,1
786,407,324,1
787,50,324,1
788,139,324,1
789,370,324,1
790,21,324,1
791,67,324,1
792,408,324,1
793,16,324,1
794,409,324,1
795,410,324,1
796,411,324,1
797,103,324,1
798,108,324,1
799,251,324,1
800,412,324,1
801,158,324,1
802,31,324,1
803,171,324,1
804,102,324,1
805,413,324,1
806,40,324,1
807,177,324,1
808,124,324,1
809,298,324,1
810,162,324,1
811,98,324,1
812,276,324,1
813,174,324,1
814,185,324,1
815,248,324,1
816,414,324,1
817,415,324,1
818,27,324,1
819,100,324,1
820,188,324,1
821,36,324,1
822,5,324,1
823,163,324,1
824,416,324,1
825,181,324,1
826,328,324,1
827,305,324,1
828,191,324,1
829,96,324,1
830,217,324,1
831,180,324,1
832,14,324,1
833,417,324,1
834,93,324,1
835,376,324,1
836,418,324,1
837,60,324,1
838,204,324,1
839,419,324,1
840,24,324,1
841,112,324,1
842,420,324,1
843,421,324,1
844,91,324,1
845,101,324,1
846,422,324,1
847,423,324,1
848,424,324,1
849,425,324,1
850,323,324,1
851,129,324,1
852,426,324,1
853,97,324,1
854,427,324,1
855,32,324,1
856,53,324,1
857,179,324,1
858,428,324,1
859,429,324,1
860,430,324,1
861,186,324,1
862,431,324,1
863,230,324,0
864,121,324,0
865,432,324,0
870,247,236,1
871,15,236,1
872,253,236,1
873,395,236,1
874,258,236,1
875,219,236,1
876,294,236,1
877,14,236,1
878,2,236,1
879,223,236,1
880,44,236,1
881,185,236,1
882,45,236,1
883,132,236,1
884,209,236,1
885,433,236,1
886,240,236,1
887,356,236,1
888,5,236,1
889,48,236,1
890,262,236,1
891,434,236,1
892,435,236,1
893,436,236,1
894,52,236,1
895,145,236,1
896,350,236,1
897,136,236,1
898,379,236,1
899,250,236,1
900,256,236,1
901,437,236,1
902,217,236,1
903,438,236,1
904,439,236,1
905,390,236,1
906,404,236,1
907,403,236,1
908,190,236,1
909,440,236,1
910,12,236,1
911,324,236,1
912,39,236,1
913,53,236,1
914,42,236,1
915,237,236,1
916,305,236,1
917,32,236,1
918,441,236,1
919,284,236,1
920,111,236,1
921,442,236,1
922,271,236,1
923,8,236,1
924,18,236,1
925,203,236,1
926,9,236,1
927,355,236,1
928,211,236,1
929,93,236,1
930,102,236,1
931,57,236,1
932,41,236,1
933,443,236,1
934,285,236,1
935,224,236,1
936,75,236,1
937,207,236,1
938,110,236,1
939,348,236,1
940,292,236,1
941,444,236,1
942,358,236,1
943,177,236,1
944,328,236,1
945,216,236,1
946,445,236,1
947,96,236,1
948,446,236,1
949,113,236,1
950,169,236,1
951,204,236,1
952,447,236,1
953,160,236,1
954,298,236,1
955,13,236,1
956,314,236,1
957,384,236,1
958,365,236,1
959,123,236,1
960,202,236,1
961,448,236,1
962,59,236,1
963,101,236,1
964,77,236,1
965,277,236,1
966,51,236,1
967,344,236,1
968,20,236,1
969,64,236,1
970,449,236,1
971,84,236,1
972,249,236,1
973,10,236,1
974,4,236,1
975,291,236,1
976,16,236,1
977,144,236,1
978,78,236,1
979,397,236,1
980,450,236,1
981,451,236,1
982,296,236,1
983,452,236,1
984,195,236,1
985,453,236,1
986,40,236,1
987,454,236,1
988,231,236,1
989,380,236,1
990,180,236,1
991,455,236,1
992,456,236,1
993,33,236,1
994,364,236,1
995,310,236,1
996,378,236,1
997,325,236,1
998,54,236,1
999,259,236,1
1000,30,236,1
1001,368,236,1
1002,218,236,1
1003,457,236,1
1004,99,236,1
1005,103,236,1
1006,332,236,1
1007,91,236,1
1008,112,236,0
1009,335,236,0
1010,163,236,0
1011,126,236,0
1012,11,236,0
1013,336,236,0
1014,458,236,0
1015,198,236,0
1016,459,236,0
1017,281,236,0
1018,303,236,0
1019,122,236,0
1020,460,236,0
1024,461,6787,1
1025,462,6787,1
1026,75,6787,1
1027,463,6787,1
1028,13,6787,1
1029,143,6787,1
1030,10,6787,1
1031,464,6787,1
1032,65,6787,1
1033,465,6787,1
1034,159,6787,1
1035,135,6787,1
1036,44,6787,1
1037,49,6787,1
1038,240,6787,1
1039,54,6787,1
1040,142,6787,1
1041,122,6787,1
1042,466,6787,1
1043,52,6787,1
1044,356,6787,1
1045,158,6787,1
1046,185,6787,1
1047,110,6787,1
1048,15,6787,1
1049,61,6787,1
1050,467,6787,1
1051,11,6787,1
1052,277,6787,1
1053,26,6787,1
1054,441,6787,1
1055,18,6787,1
1056,45,6787,1
1057,468,6787,1
1058,151,6787,1
1059,81,6787,1
1060,106,6787,1
1061,23,6787,1
1062,46,6787,1
1063,190,6787,1
1064,202,6787,1
1065,41,6787,1
1066,53,6787,1
1067,99,6787,1
1068,28,6787,1
1069,169,6787,1
1070,191,6787,1
1071,30,6787,1
1072,469,6787,1
1073,8,6787,1
1074,58,6787,1
1075,203,6787,1
1076,51,6787,1
1077,25,6787,1
1078,139,6787,1
1079,204,6787,1
1080,247,6787,1
1081,9,6787,1
1082,382,6787,1
1083,305,6787,1
1084,152,6787,1
1085,4,6787,1
1086,470,6787,1
1087,100,6787,1
1088,77,6787,1
1089,223,6787,1
1090,354,6787,1
1091,35,6787,1
1092,154,6787,1
1093,14,6787,1
1094,138,6787,1
1095,471,6787,1
1096,472,6787,1
1097,473,6787,1
1098,474,6787,1
1099,57,6787,1
1100,403,6787,1
1101,78,6787,1
1102,96,6787,1
1103,437,6787,1
1104,163,6787,1
1105,475,6787,1
1106,192,6787,1
1107,242,6787,1
1108,73,6787,1
1109,165,6787,1
1110,179,6787,1
1111,93,6787,1
1112,476,6787,1
1113,477,6787,1
1114,97,6787,1
1115,21,6787,1
1116,478,6787,1
1117,67,6787,1
1118,37,6787,1
1119,479,6787,1
1120,217,6787,1
1121,367,6787,1
1122,480,6787,1
1123,368,6787,1
1124,91,6787,1
1125,141,6787,1
1126,198,6787,0
1127,409,6787,0
1128,132,6787,0
1129,409,6787,0
1130,124,6787,0
1131,481,6787,0
1132,162,6787,0
1133,128,6787,0
1138,15,4,1
1139,209,4,1
1140,373,4,1
1141,166,4,1
1142,314,4,1
1143,152,4,1
1144,350,4,1
1145,51,4,1
1146,482,4,1
1147,247,4,1
1148,16,4,1
1149,483,4,1
1150,226,4,1
1151,150,4,1
1152,180,4,1
1153,9,4,1
1154,52,4,1
1155,73,4,1
1156,313,4,1
1157,26,4,1
1158,57,4,1
1159,249,4,1
1160,112,4,1
1161,115,4,1
1162,147,4,1
1163,185,4,1
1164,308,4,1
1165,10,4,1
1166,78,4,1
1167,318,4,1
1168,260,4,1
1169,122,4,1
1170,34,4,1
1171,342,4,1
1172,85,4,1
1173,344,4,1
1174,18,4,1
1175,49,4,1
1176,484,4,1
1177,204,4,1
1178,62,4,1
1179,11,4,1
1180,41,4,1
1181,485,4,1
1182,20,4,1
1183,486,4,1
1184,2,4,1
1185,42,4,1
1186,224,4,1
1187,101,4,1
1188,405,4,1
1189,487,4,1
1190,254,4,1
1191,217,4,1
1192,39,4,1
1193,488,4,1
1194,8,4,1
1195,99,4,1
1196,102,4,1
1197,53,4,1
1198,489,4,1
1199,40,4,1
1200,151,4,1
1201,379,4,1
1202,75,4,1
1203,96,4,1
1204,211,4,1
1205,370,4,1
1206,223,4,1
1207,35,4,1
1208,490,4,1
1209,252,4,1
1210,36,4,1
1211,136,4,1
1212,491,4,1
1213,201,4,1
1214,100,4,1
1215,492,4,1
1216,103,4,1
1217,371,4,1
1218,197,4,1
1219,348,4,1
1220,175,4,1
1221,257,4,1
1222,14,4,0
1223,124,4,0
1224,44,4,0
1225,27,4,0
1226,230,4,0
1227,132,4,0
1228,232,4,0
1229,110,4,0
1230,128,4,0
1231,261,4,0
1232,58,4,0
1233,203,4,0
1234,246,4,0
1235,285,4,0
1236,277,4,0
1237,493,4,0
1238,121,4,0
1239,335,4,0
1240,123,4,0
1241,290,4,0
1242,494,4,0
1243,460,4,0
1244,312,4,0
1245,275,4,0
1253,2,99,1
1254,376,99,1
1255,111,99,1
1256,61,99,1
1257,85,99,1
1258,32,99,1
1259,52,99,1
1260,44,99,1
1261,9,99,1
1262,109,99,1
1263,495,99,1
1264,232,99,1
1265,496,99,1
1266,152,99,1
1267,28,99,1
1268,151,99,1
1269,497,99,1
1270,29,99,1
1271,40,99,1
1272,139,99,1
1273,240,99,1
1274,53,99,1
1275,179,99,1
1276,49,99,1
1277,3,99,1
1278,4,99,1
1279,13,99,1
1280,202,99,1
1281,186,99,1
1282,171,99,1
1283,93,99,1
1284,185,99,1
1285,75,99,1
1286,161,99,1
1287,498,99,1
1288,11,99,1
1289,46,99,1
1290,399,99,1
1291,54,99,1
1292,51,99,1
1293,14,99,1
1294,402,99,1
1295,217,99,1
1296,204,99,1
1297,88,99,1
1298,72,99,1
1299,499,99,1
1300,405,99,1
1301,500,99,1
1302,501,99,1
1303,110,99,1
1304,502,99,1
1305,108,99,1
1306,56,99,1
1307,355,99,1
1308,126,99,1
1309,25,99,1
1310,26,99,1
1311,314,99,1
1312,223,99,1
1313,67,99,1
1314,65,99,1
1315,277,99,1
1316,121,99,1
1317,102,99,1
1318,503,99,1
1319,60,99,1
1320,35,99,1
1321,112,99,1
1322,504,99,1
1323,159,99,1
1324,205,99,1
1325,324,99,1
1326,81,99,1
1327,505,99,1
1328,97,99,1
1329,370,99,1
1330,45,99,1
1331,181,99,1
1332,103,99,1
1333,50,99,1
1334,41,99,1
1335,506,99,1
1336,83,99,1
1337,507,99,1
1338,508,99,1
1339,144,99,1
1340,247,99,1
1341,101,99,1
1342,34,99,1
1343,122,99,1
1344,57,99,1
1345,403,99,1
1346,509,99,1
1347,275,99,1
1348,96,99,1
1349,115,99,1
1350,23,99,1
1351,42,99,1
1352,106,99,1
1353,510,99,1
1354,511,99,1
1355,201,99,1
1356,512,99,1
1357,118,99,0
1360,14,10284,1
1361,251,10284,1
1362,53,10284,1
1363,16,10284,1
1364,41,10284,1
1365,355,10284,1
1366,2,10284,1
1367,281,10284,1
1368,11,10284,1
1369,52,10284,1
1370,513,10284,1
1371,26,10284,1
1372,367,10284,1
1373,44,10284,1
1374,100,10284,1
1375,3,10284,1
1376,30,10284,1
1377,10,10284,1
1378,407,10284,1
1379,25,10284,1
1380,370,10284,1
1381,4,10284,1
1382,102,10284,1
1383,285,10284,1
1384,203,10284,1
1385,514,10284,1
1386,73,10284,1
1387,152,10284,1
1388,28,10284,1
1389,159,10284,1
1390,185,10284,1
1391,515,10284,1
1392,40,10284,1
1393,184,10284,1
1394,516,10284,1
1395,180,10284,1
1396,505,10284,1
1397,376,10284,1
1398,308,10284,1
1399,446,10284,1
1400,254,10284,1
1401,8,10284,1
1402,35,10284,1
1403,112,10284,1
1404,75,10284,1
1405,310,10284,1
1406,292,10284,1
1407,291,10284,1
1408,277,10284,1
1409,77,10284,1
1410,96,10284,1
1411,151,10284,1
1412,301,10284,1
1413,65,10284,1
1414,9,10284,1
1415,192,10284,1
1416,390,10284,1
1417,78,10284,1
1418,54,10284,1
1419,18,10284,1
1420,517,10284,1
1421,204,10284,1
1422,21,10284,1
1423,518,10284,1
1424,519,10284,1
1425,520,10284,1
1426,511,10284,1
1427,91,10284,1
1428,83,10284,1
1429,491,10284,1
1430,298,10284,1
1431,521,10284,1
1432,500,10284,1
1433,93,10284,1
1434,117,10284,1
1435,295,10284,1
1436,201,10284,1
1437,327,10284,1
1438,409,10284,0
1442,522,624,1
1443,10,624,1
1444,132,624,1
1445,126,624,1
1446,523,624,1
1447,51,624,1
1448,184,624,1
1449,44,624,1
1450,258,624,1
1451,395,624,1
1452,366,624,1
1453,111,624,1
1454,16,624,1
1455,219,624,1
1456,247,624,1
1457,377,624,1
1458,9,624,1
1459,524,624,1
1460,41,624,1
1461,113,624,1
1462,52,624,1
1463,85,624,1
1464,177,624,1
1465,503,624,1
1466,211,624,1
1467,23,624,1
1468,106,624,1
1469,350,624,1
1470,4,624,1
1471,112,624,1
1472,20,624,1
1473,14,624,1
1474,244,624,1
1475,301,624,1
1476,212,624,1
1477,236,624,1
1478,356,624,1
1479,30,624,1
1480,15,624,1
1481,32,624,1
1482,8,624,1
1483,13,624,1
1484,449,624,1
1485,263,624,1
1486,145,624,1
1487,447,624,1
1488,53,624,1
1489,525,624,1
1490,90,624,1
1491,526,624,1
1492,251,624,1
1493,459,624,1
1494,39,624,1
1495,390,624,1
1496,252,624,1
1497,253,624,1
1498,215,624,1
1499,527,624,1
1500,374,624,1
1501,358,624,1
1502,528,624,1
1503,353,624,1
1504,254,624,1
1505,529,624,1
1506,355,624,1
1507,324,624,1
1508,505,624,1
1509,376,624,1
1510,144,624,1
1511,110,624,1
1512,83,624,1
1513,530,624,1
1514,292,624,1
1515,531,624,1
1516,238,624,1
1517,414,624,1
1518,532,624,1
1519,508,624,1
1520,533,624,1
1521,250,624,1
1522,151,624,1
1523,124,624,1
1524,518,624,1
1525,534,624,1
1526,261,624,1
1527,467,624,1
1528,203,624,1
1529,66,624,1
1530,188,624,1
1531,26,624,1
1532,147,624,1
1533,262,624,1
1534,154,624,1
1535,190,624,1
1536,335,624,1
1537,259,624,1
1538,344,624,1
1539,535,624,1
1540,409,624,1
1541,348,624,1
1542,283,624,1
1543,75,624,1
1544,170,624,1
1545,267,624,1
1546,180,624,1
1547,268,624,1
1548,93,624,1
1549,218,624,1
1550,249,624,1
1551,78,624,1
1552,536,624,1
1553,204,624,1
1554,217,624,1
1555,45,624,1
1556,11,624,1
1557,290,624,1
1558,537,624,1
1559,538,624,1
1560,122,624,1
1561,237,624,1
1562,539,624,1
1563,540,624,1
1564,541,624,1
1565,494,624,1
1566,542,624,1
1567,60,624,1
1568,42,624,1
1569,278,624,1
1570,543,624,1
1571,165,624,1
1572,544,624,1
1573,97,624,1
1574,275,624,1
1575,545,624,1
1576,511,624,1
1577,404,624,1
1578,546,624,1
1579,547,624,1
1580,232,624,1
1581,548,624,1
1582,67,624,1
1583,103,624,1
1584,50,624,1
1585,549,624,1
1586,92,624,1
1587,550,624,1
1588,209,624,1
1589,195,624,1
1590,345,624,1
1591,91,624,1
1592,298,624,1
1593,186,624,1
1594,551,624,1
1595,291,624,1
1596,516,624,1
1597,138,624,1
1598,172,624,1
1599,296,624,1
1600,489,624,1
1601,552,624,1
1602,73,624,1
1603,234,624,1
1604,521,624,1
1605,272,624,1
1606,491,624,1
1607,2,624,1
1608,553,624,1
1609,274,624,0
1610,277,624,0
1611,256,624,0
1612,382,624,0
1614,14,396,1
1615,35,396,1
1616,151,396,1
1617,133,396,1
1618,7,396,1
1619,261,396,1
1620,3,396,1
1621,29,396,1
1622,13,396,1
1623,53,396,1
1624,52,396,1
1625,102,396,1
1626,179,396,1
1627,139,396,1
1628,9,396,1
1629,30,396,1
1630,49,396,1
1631,240,396,1
1632,108,396,1
1633,554,396,1
1634,93,396,1
1635,405,396,1
1636,85,396,1
1637,75,396,1
1638,185,396,1
1639,277,396,1
1640,27,396,1
1641,111,396,1
1642,11,396,1
1643,41,396,1
1644,181,396,1
1645,46,396,1
1646,128,396,1
1647,532,396,1
1648,62,396,1
1649,44,396,1
1650,555,396,1
1651,26,396,1
1652,101,396,1
1653,556,396,1
1654,433,396,1
1655,557,396,1
1656,4,396,1
1657,65,396,1
1658,355,396,1
1659,2,396,1
1660,28,396,1
